,0
0,-0.6096407654774417
1,-0.6830524111703757
2,0.6603737968317807
3,0.4604189831143315
4,-0.05212834632779195
5,0.9965528844759728
6,-0.3700976780086064
7,0.33238939441410875
8,0.2492802515411452
9,0.4662723978242993
10,-0.4113544050262691
11,0.20399776709073092
12,0.1335581878888068
13,-0.8661603887724992
14,0.48276422866476265
15,-0.8130634967405646
16,0.39245466567440834
17,0.22187117403361722
18,0.9742753498040244
19,-0.4323407838446135
20,-0.783056908340958
21,0.6548110143783992
22,-0.8324257681496671
23,0.9806492322876821
24,0.8626018721640667
25,0.644850303079197
26,0.32107833984727674
27,-0.32830874110188313
28,0.81904607471961
29,0.5597033369452755
30,-0.5903291580179082
31,0.4917439070863696
32,0.33554569886761
33,0.003748029582143708
34,-0.2047694684496364
35,-0.10930160013740065
36,-0.8299063989492178
37,-0.43477193816816617
38,-0.25880555089728685
39,0.721205643451382
40,-0.4442064000429631
41,-0.18317661235262783
42,0.2415243757225387
43,0.4352074693205199
44,-0.3584520625606794
45,-0.6102549913601575
46,0.6089390399735879
47,0.23260251380808694
48,-0.8557061509998486
49,-0.969909428653402
50,-0.3405026596934396
51,0.5034772009693742
52,0.06005022108704505
53,-0.5964234947092383
54,-0.2892492201700574
55,-0.2759967826603884
56,0.751021496982023
57,-0.5673464407726061
58,0.0034231842584366845
59,-0.15262505866959863
60,0.8867690529456453
61,-0.47955159782027
62,0.8277600952315358
63,0.38238380498837854
64,0.11651304711440336
65,-0.4476055934311627
66,-0.5995794415348602
67,-0.8963420360190283
68,0.7542281673618605
69,-0.7201373493712351
70,0.8148918692735394
71,-0.2879930522439793
72,0.5715248457051767
73,-0.06761077247890157
74,0.6709170243417331
75,0.29225591696071374
76,0.007000357121239809
77,-0.31729386202376675
78,0.8027856887217071
79,-0.14812741125009687
80,0.01560273813017421
81,-0.8215401715499213
82,-0.039914996621459586
83,0.9012134641770562
84,0.6061155678664316
85,0.4239781923287569
86,0.2226671940883158
87,0.21220592296737206
88,-0.24969426541609363
89,0.6480007662773362
90,-0.6827213073587808
91,0.1418469292475859
92,0.8256791778111212
93,-0.4459809495801017
94,0.2067394616228182
95,0.01560720847866559
96,0.40572718994996526
97,-0.07712772718452598
98,-0.5288826682830652
99,0.41704879453923693
100,0.24020329833636578
101,-0.07428112847450763
102,0.5423382980328291
103,-0.1733999005973309
104,-0.98146116678301
105,-0.5499952897428062
106,0.19681302299538328
107,-0.7215260184265977
108,-0.5878527041629762
109,-0.9128183100467416
110,-0.3709633162904774
111,0.9882974621146161
112,-0.5266012408316505
113,-0.9786333435366554
114,0.4256275125034903
115,-0.13427433771712594
116,-0.32438919914928677
117,0.07631942857263763
118,0.954271493979439
119,-0.8711413702708891
120,0.7217093027147443
121,-0.08954170613115153
122,-0.08503768101446874
123,-0.7695561578737544
124,-0.8186963742582909
125,-0.3461482330008815
126,-0.5683728923908737
127,-0.07423201424574899
128,-0.23023299068906877
129,0.7071484836086179
130,0.14472267462976807
131,0.9439129812691505
132,-0.9131842825765694
133,0.1515405521255897
134,-0.586176502292648
135,0.34450624419767384
136,-0.3606980252473958
137,0.47089444014115456
138,-0.1689924946127085
139,0.9983420967561631
140,-0.806782418691588
141,0.0272115179065322
142,0.3405787748270861
143,-0.07580879556562892
144,0.9984413980973184
145,0.5142229650683094
146,-0.7343200365996372
147,0.010879069890948223
148,-0.9903693196287549
149,-0.2832093621256757
150,-0.6675680776705766
151,0.13858840282524842
152,0.9658633460361763
153,0.10115769806974217
154,0.801675790598267
155,0.4381757211141504
156,0.8631210286355324
157,-0.3593456554217832
158,0.3673206379211138
159,0.8213539666340937
160,0.11185947393952222
161,0.8002681672653009
162,0.3735064677449007
163,-0.6243492252930768
164,0.24395481479033276
165,-0.648641695041707
166,-0.7708787849807377
167,-0.3370046418012572
168,0.4736549697415522
169,-0.3420358700166902
170,0.542910741058312
171,0.6470081700983099
172,0.032098860505189286
173,0.7859299119093988
174,-0.5102506133988682
175,0.8351809929365215
176,0.5639000405043375
177,0.3571551846610064
178,0.1880205031639488
179,0.3489434525055721
180,0.6061558606075006
181,0.1937984583913821
182,-0.9750821582997489
183,0.5247902728554688
184,0.5009193271672525
185,-0.5842532987670093
186,-0.9886664148767714
187,0.7103831681723347
188,0.1637124766025686
189,-0.06476244523413321
190,-0.5750098101797643
191,0.18900701966902678
192,-0.6148680333753834
193,-0.13888052519799843
194,-0.5833250756062589
195,-0.11873534675643882
196,0.14881465282483863
197,0.15076718183658078
198,0.40278909810749
199,0.18204805797481716
200,0.10614231545157171
201,-0.1846850271429129
202,-0.9610587942915796
203,-0.8826829756105833
204,0.1882438417745782
205,0.5780970924525586
206,-0.15920415995133397
207,0.6782474421932532
208,-0.298891940679906
209,0.9687929144141947
