,0
0,0.9201249456442877
1,-0.514508650139232
2,-0.893881437000079
3,-0.20157275204577307
4,0.4699564418183697
5,0.1905715820363636
6,0.9586129176203286
7,0.2808273220308817
8,0.19989321231523793
9,-0.11957797764474087
10,-0.3146384750198864
11,-0.8636340458284034
12,0.8878552284197578
13,0.6551429526550459
14,0.3856310065278712
15,-0.712267330654482
16,-0.31072978111296234
17,0.8795741760603839
18,0.44346467982127313
19,0.46273653098155654
20,0.6705334684411726
21,-0.9874532815055037
22,-0.8336486766829693
23,-0.16829708720138925
24,-0.039387614708769725
25,-0.9628911007312269
26,0.5515254602290827
27,0.4001397907775579
28,-0.13023236782051228
29,0.5733315221468067
30,-0.053392203253275206
31,0.9426400048327448
32,0.4677646001507223
33,0.7604156065111043
34,0.2633627433586938
35,-0.5617798436218453
36,-0.9110025736988357
37,0.8206590360599468
38,0.3433397216600096
39,0.5280925490883752
40,0.4839890445467545
41,-0.667345156292473
42,0.20255205638861828
43,0.5122487399652225
44,-0.8024594724911294
45,0.5491433605296421
46,-0.5479962095021071
47,-0.6544868247058041
48,0.29714260390825875
49,-0.7034203321760992
50,0.2585764902405885
51,-0.9684790959500997
52,-0.9429266435780121
53,-0.854426916075555
54,0.5730296246120221
55,-0.34345392416280285
56,-0.7552196906572488
57,-0.10087910595175942
58,0.18683246334887937
59,-0.2288682230969734
60,0.7635605860817607
61,0.31565562831329186
62,0.6311553010688813
63,-0.2520736829064394
64,-0.22832206572061975
65,-0.5685031881482359
66,-0.15085944982944277
67,-0.04258528478697787
68,-0.526007995784521
69,-0.4025404871267225
70,0.5718932024208665
71,-0.15774789922678167
72,-0.6623998779773677
73,0.9077555509732829
74,-0.47489003762275095
75,0.9612094152334159
76,-0.16747674845089755
77,-0.5321174720560751
78,0.45076905044225013
79,0.6060781361483971
80,0.7889828619057793
81,-0.7810663515647158
82,0.38125328365723155
83,-0.36377392303269873
84,-0.1662316669890781
85,-0.9437196834003831
86,-0.147664521564976
87,0.14424267841108684
88,-0.9308013299346367
89,-0.37917099532994614
90,0.4004304826387908
91,0.7363514225587673
92,0.14803830230350212
93,-0.3607027340144734
94,-0.5359377722721628
95,0.001876384075772286
96,0.24608442920698015
97,0.8661342819373095
98,-0.7930978474944188
99,-0.44393084776195435
100,0.560540066973569
101,-0.10887107577535737
102,-0.32206002837598413
103,-0.7359050433607413
104,0.19579640614379668
105,-0.7110482964232057
106,-0.8304947564153301
107,0.87566721068821
108,0.23953656076003793
109,0.984996199160701
110,-0.20052186252241921
